lugar,tipo_daño,entrecalles,colonia,calle,numero_exterior,atrapados,lesionados,desaparecidos,fallecidos,rescatados,link_google_maps,dirección_completa,lat,lon,entidad,tipo_reporte,necesidades,delegacion,descripcion,Fecha de creación,Última actualización
Oficinas,Grietas,Adolfo Prieto y Concepción Beistegui,,Zaragoza casa 4a,4,,,,,,"http://maps.google.com/maps?q=loc:19.4530742,-99.2819545","Ignacio Zaragoza 4, Emiliano Zapata, 53660 Naucalpan de Juárez, Méx., Mexico",19.4530742000,-99.2819545000,NA,,,Naucalpan,Grietas,,
Departamentos,Grietas,Adolfo prieto y Providencia,,Iztaccihuatk,53,,,,,,"http://maps.google.com/maps?q=loc:19.4103944,-99.1691137","Iztaccihuatl 53, Hipódromo, 06100 Ciudad de México, CDMX, Mexico",19.4103944000,-99.1691137000,Cdmx,,,Cuauhtemoc,"Derrumbe parcial de partes del edificio, grietas, no hay luz",,
NA,NA,Adolfo Prieto y Providencia,,Pedro Romero de Terreros,505,,,,,,"http://maps.google.com/maps?q=loc:19.3950666,-99.1676356","Pedro Romero de Terreros 505, Col del Valle Nte, 03103 Del Valle Nte, CDMX, Mexico",19.3950666000,-99.1676356000,CDMX,,,Benito Juárez,Las paredes del edificio están cuarteadas de manera que parece muy profunda a simple vista.,,
NA,NA,Adolfo Prieto y Providencia,,Ángel Urraza,523,,,,,,"http://maps.google.com/maps?q=loc:19.3835801,-99.1699159","Ángel Urraza 523 , Benito Juárez ,ciudad de mexico",19.3835801000,-99.1699159000,Cdmx,,,Benito Juárez,Hay una grieta vertical a lo largo de toda la pared trasera del edifico,,
NA,NA,Adolfo Prieto y Roberto Gayol,,Pilares,117 - 119,,,,,,"http://maps.google.com/maps?q=loc:19.3788243,-99.1705557","Pilares 117 - 119 , Benito juarez ,ciudad de mexico",19.3788243000,-99.1705557000,CDMX,,,Benito juarez,NA,,
NA,otro,ADOLFO PRIETO Y ROBERTO GAYOL,,Pilares,117,,,,,,"http://maps.google.com/maps?q=loc:19.3788243,-99.1705557","Calle Pilares 117, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3788243000,-99.1705557000,CIUDAD DE MEXICO,,,Benito JUAREZ,NA,,
Casa,Grietas,Adrian castrejon y Joaquin amaro,,Xicotencatl s/n,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3564274,-99.1509938","Parque Xicoténcatl, Xicoténcatl S/N, San Diego Churubusco, 04120 Coyoacán, CDMX, Mexico",19.3564274,-99.1509938,NA,,,Coyoacan,Fractura del muro perimetral del exconvento de Churubusco.,,
Casa,Grietas,Agiabampo y Roa Bárcenas,,Avila camacho,NA,,,,,,,"Avila camacho   , Col. Avila camacho / distrito 1 morelos ,ciudad de mexico",,,Cuernavaca,,,Col. Avila camacho / distrito 1 morelos,Derrumbe parcial de ladrillos hacia calle calzada de los reyes,,
Departamentos,Grietas,Agrarismo y Sindicalismo,,Av Mexico,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4128949,-99.1699512","Av México, Hipódromo, 06100 Ciudad de México, CDMX, Mexico",19.4128949000,-99.1699512000,Cdmx,,,Cuauhtemoc,Al borde del colapso,,
NA,NA,Agrarismo y Sindicalismo.,,Mutualismo,79,,,,,,"http://maps.google.com/maps?q=loc:19.4012278,-99.1727798","Mutualismo 79 , Miguel Hidalgo ,ciudad de mexico",19.4012278000,-99.1727798000,Ciudad de México,,,Miguel Hidalgo,Muchas grietas en los departamentos de abajo  en paredes y en algunas columnas.,,
NA,otro,Agua caliente,,Avenida norte,100,,,,,,"http://maps.google.com/maps?q=loc:19.4116372,-99.0716308","Avenida Nte 100, Agrícola Pantitlán, 08100 Ciudad de México, CDMX, Mexico",19.4116372000,-99.0716308000,CDMX,,,Iztacalco,Edificios fuera de su lugar  no hay derrumbe  pero están separados,,
Oficinas,Grietas,aguascalientes y tlaxcala,,Av centenario,460,,,,,,"http://maps.google.com/maps?q=loc:19.3664358,-99.2104187","Av centenario 460 , Álvaro Obregón ,ciudad de mexico",19.3664358000,-99.2104187000,Cd mx,,,Álvaro Obregón,En la planta baja de un edificio se abrió una grieta como si dividieran el edificio en 2. Y las escaleras de un edificio pareciera que se separaron ligeramente del muro.,,
Departamentos,Grietas,Agustin Melgar y Juan de la Barrera,,Cardif,26,,,,,,,"Cardif 26 , Lomas de angelopolis 2 ,ciudad de mexico",,,San Andrés Cholula,,,Lomas de angelopolis 2,Grieta en muros,,
NA,NA,Ahuehuetes y Jacarandas,,Tejocote,71,,,,,,"http://maps.google.com/maps?q=loc:19.4938986,-99.1952156","Tejocote 71, Pasteros, 02150 Ciudad de México, CDMX, Mexico",19.4938986000,-99.1952156000,Ciudad de México,,,Azcapotzalco,Se presentan varias grietas profundas dentro de la casa  en distintas locaciones.,,
Departamentos,Grietas,Alabama y Louisiana,,Inocencio Arreola,22,,,,,,"http://maps.google.com/maps?q=loc:19.3678879,-99.0192962","Inocencio Arreola 22, Zona Urbana Ejidal Santa Martha Acatitla Sur, 09530 Ciudad de México, CDMX, Mexico",19.3678879000,-99.0192962000,CDMX,,,Iztapalapa,Grietas en paredes y techo.,,
Condominio,Grietas profundas. Fuga de agua,Alba y Duna,,Ocaso,50,,,,,,"http://maps.google.com/maps?q=loc:19.3052154,-99.1818543","Ocaso 50, Insurgentes Cuicuilco, 04530 Ciudad de México, CDMX, Mexico",19.3052154000,-99.1818543000,Insurgentes Cuicuilco,,,Coyoacán,Solicitamos una valoración de Protección Civil  por favor.,,
Departamentos,Grietas,Alba y Esquina con Periférico,,Insurgentes Norte,1880,,,,,,"http://maps.google.com/maps?q=loc:19.4888156,-99.1235066","Av. Insurgentes Nte. 1880, Lindavista, 07300 Ciudad de México, CDMX, Mexico",19.4888156000,-99.1235066000,Lindavista,,,Gustavo A Madero,Muchas grietas en los departamentos,,
Departamentos,Grietas,Albert einstein y Guillermo marconi,,Congreso 113,113,,,,,,"http://maps.google.com/maps?q=loc:19.2803318,-99.1682004","Congreso 113, Tlalpan Centro II, 14000 Ciudad de México, CDMX, Mexico",19.2803318000,-99.1682004000,CDMX,,,Tlalpan,Fisuras en gran parte de los muros. Están a 45 grados de piso a losa en algunos casos,,
Casa,Grietas,Aldama y NA,,Av de las torres,805,,,,,,"http://maps.google.com/maps?q=loc:19.3339007,-99.240356","Av de las Torres 805, San José del Olivar, Reserva Ecológica Torres de Potrero, 01770 Ciudad de México, CDMX, Mexico",19.3339007000,-99.2403560000,NA,,,Alvaro obregon,Grietas en todos los pisos y edificios,,
NA,NA,Alfareros y geología,,Herreros s/n Edif. Manuel José Othón,13,,,,,,,"Herreros , Azcapotzalco ,ciudad de mexico",NA,NA,Ciudad de México,,,Azcapotzalco,Hay grietas en los interiores  y en las escaleras,,
Departamentos,Grietas,Alfonso Reyes y Chicontepec,,Avenida canal de castera prados A,203,,,,,,,"Avenida canal de castera prados A 203 , Tultitlan ,ciudad de mexico",,,Estado de Mexico,,,Tultitlan,Se abrieron muchas grietas en varios edificios de la unidad,,
Casa,Derrumbe parcial,Alfonso Toro y Agustín Yañes,,Centeotl,341,,,,,,"http://maps.google.com/maps?q=loc:19.4811894,-99.1952541","Centeotl 341, Sta Lucia, 02760 Ciudad de México, CDMX, Mexico",19.4811894000,-99.1952541000,NA,,,Azcapotzalco,"Hubieron fugas de agua y gas, así como grietas en varias paredes",,
NA,NA,Alhambra y Antillas,,Nevado,69,,,,,,"http://maps.google.com/maps?q=loc:19.3592467,-99.1450287","Nevado 69, Portales Sur, 03300 Ciudad de México, CDMX, Mexico",19.3592467000,-99.1450287000,Ciudad de México,,,Benito Juárez,Edificio de 8 pisos dañado severamente  Se teme que haya quedado inhabitable  se requiere revisión urgente.,,
Departamentos,Grietas,Alhambra y Balboa,,Calzada de la viga,1418,,,,,,"http://maps.google.com/maps?q=loc:19.3719777,-99.1221203","Calz. de la Viga 1418, El Sifón, 09400 Ciudad de México, CDMX, Mexico",19.3719777000,-99.1221203000,NA,,,Iztapalapa,Se hicieron diversas grietas en la estructura de los 6 edificios,,
Departamentos,Grietas,Alhambra y Balboa,,Calzada Ignacio zaragoza,93,,,,,,"http://maps.google.com/maps?q=loc:19.4120042,-99.0818819","Calz. Ignacio Zaragoza 93, Puebla, 15730 Ciudad de México, CDMX, Mexico",19.4120042000,-99.0818819000,NA,,,Venustiano carranza,Grietas en pardes,,
Terreno Vacio,NA,Alhambra y Balboa,,Nevado,74,,,,,,"http://maps.google.com/maps?q=loc:19.3592264,-99.1453976","Nevado 74, Portales Sur, 03300 Ciudad de México, CDMX, Mexico",19.3592264000,-99.1453976000,Ciudad de México,,,Benito Juárez,Se cayó una barda sobre la acera dañando autos  pero hace falta revisarla porque se ve mal la estructura que quedó de pie sobre Alhambra y también Nevado,,
Barda.,NA,Alhambra y Balboa.,,Nevado,74,,,,,,"http://maps.google.com/maps?q=loc:19.3592264,-99.1453976","Nevado 74, Portales Sur, 03300 Ciudad de México, CDMX, Mexico",19.3592264000,-99.1453976000,CDMX,,,Benito Juárez,Aprox. 20m lineales de una barda de terreno baldío cayeron hacía la calle. Escombros en banqueta y paso vehicular. Daño a varios vehículos  no hay heridos.,,
Casa,Grietas,Alícia y Boe,,Oriente 259,22,,,,,,"http://maps.google.com/maps?q=loc:19.3840421,-99.0634746","Ote 259 22, Agrícola Oriental, 08500 Ciudad de México, CDMX, Mexico",19.3840421,-99.0634746,NA,,,Iztacalco,Grietas en las paredes,,
Casa,Grietas,Allende y José María Morelos,,Av. Chapultepec,473,,,,,,"http://maps.google.com/maps?q=loc:19.4219353,-99.1722465","Av Chapultepec 473, Juárez, 06600 Juárez, CDMX, Mexico",19.4219353000,-99.1722465000,CDMX,,,Cuahutemoc,"Se cayeron pedazos, se abrió un agujero, tiene grietas importantes, se recargó en el edificio de al lado con num. 477. Se teme vaya a colapsar.",,
Comercio,Otro,Almacigo y NA,,2da CDA.de av. Central,5540535005,,,,,,"http://maps.google.com/maps?q=loc:19.3933312,-99.0572412","Av Central, Tepalcates, 09210 Ciudad de México, CDMX, Mexico",19.3933312000,-99.0572412000,Ciudad de México,,,Iztapalapa,Pequeñas grietas en el piso,,
NA,NA,Almeja entre aleta y sirena,,almeja,Almeja entre  aleta y sirena,,,,,,"http://maps.google.com/maps?q=loc:19.2839562,-99.0571257","almeja , Tlahuac ,ciudad de mexico",19.2839562000,-99.0571257000,Ciudad de México,,,Tlahuac,Se abrió  mas la grieta y en toda la colonia hay nuevas grietas graves. No hay mucha ayuda.,,
NA,NA,Alta tensión y Antigua vía a la venta,,U Lomas de Becerra,20,,,,,,"http://maps.google.com/maps?q=loc:19.3838196,-99.2016798","Lomas Becerra 20, Lomas de Becerra, 01280 Ciudad de México, CDMX, Mexico",19.3838196000,-99.2016798000,CDMX,,,Álvaro Obregón,Caída parcial de árbol enfrente de edificio 20 a un lado de alarma sismica,,
Departamentos,Grietas,Altillo y Acequia,,FES Acatl'an en Alcanfores,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4839882,-99.2466355","Av. Alcanfores y San Juan Totoltepec s/n, Santa Cruz Acatlan, 53150 Naucalpan de Juárez, Méx., Mexico",19.4839882000,-99.2466355000,NA,,,Naucalpan,muros agrietados en salones de clase,,
Departamentos,Derrumbe parcial,Alvaro Galvez y fuentes y Cerró San Antonio,,"Av. Central #471, edif. 12 depto. 104",471,,,,,,"http://maps.google.com/maps?q=loc:28.9371365,-81.9489465","Avenida Central, Lady Lake, FL 32159, USA",28.9371365000,-81.9489465000,NA,,,Álvaro Obregón,Grieta en una parte superior del departamento en la que se aprecia la separacion del ladrillo con la loza,,
Casa,Otro,Álvaro Obregón  y José María de la Cueva y NA,,Calle Las Flores esq. Av. Zaragoza,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3815261,-98.9531378","Av Zaragoza & Calle de Las Flores, San Sebastian Chimalpa, 56520 Los Reyes Acaquilpan, Méx., Mexico",19.3815261000,-98.9531378000,NA,,,"Municipio La Paz, Pueblo San Sebastan chimalpa",Se cayo una  torre de la parroquia de San Sebastián Mattir y sufrio serias grietas en la cúpula y paredes,,
,derrumbe,alvaro obregon y medellin,,,,,,,,,,,,,,,,,,,
,derrumbe,alvaro obregon y valladolid,roma,,,,,,,,"https://www.google.com.mx/maps/place/Av.+%C3%81lvaro+Obreg%C3%B3n+%26+Valladolid,+Roma+Nte.,+06700+Ciudad+de+M%C3%A9xico,+CDMX/@19.4168969,-99.1695238,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff38873af383:0x46f547ff8659383c!8m2!3d19.4168969!4d-99.1673351?hl=es-419",,19.4168550000,-99.1674060000,,,,,,,
,derrumbe,alvaro obregon y valladolid,Roma Norte,alvaro obregon,,,,,,,"https://www.google.com.mx/maps/place/Av.+%C3%81lvaro+Obreg%C3%B3n+%26+Valladolid,+Roma+Nte.,+06700+Ciudad+de+M%C3%A9xico,+CDMX/@19.4168969,-99.1695238,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff38873af383:0x46f547ff8659383c!8m2!3d19.4168969!4d-99.1673351?hl=es-419",,19.4169795000,-99.1665561000,cdmx,,Se necesitan voluntarios,,,,
Departamentos,Grietas,Alzate y Diaz Miron,,San Lorenzo,177,,,,,,"http://maps.google.com/maps?q=loc:19.3749241,-99.1753131","San Lorenzo 177 , Benito Juarez ,ciudad de mexico",19.3749241000,-99.1753131000,CDMX,,,Benito Juarez,"Tres departamentos con fracturas, el superior con fracturas en dos muros de carga",,
NA,NA,Amacuzac y San Francisco,,Manuel Acuña,212,,,,,,"http://maps.google.com/maps?q=loc:19.395458,-99.1251192","Manuel Acuña 212, San Francisco Xilcantongo, 08230 Ciudad de México, CDMX, Mexico",19.3954580000,-99.1251192000,CDMX,,,Iztacalco,Casa ladeada. Grietas de 6 cm de grosor no permiten cierre de puerta principal. Es casa de mis padres  mi num es 5534215994,,
NA,NA,amado Nervo y muzio clementi,,cerrada general Anaya,50,,,,,,"http://maps.google.com/maps?q=loc:19.2959947,-99.0092854","cerrada general Anaya 50 , Tláhuac ,ciudad de mexico",19.2959947000,-99.0092854000,ciudad de México,,,Tláhuac,Calle hundida y muchas grietas en todos los domicilios,,
NA,NA,Amado Nervo y San Cosme,,Dr Atl,47,,,,,,"http://maps.google.com/maps?q=loc:19.4422849,-99.157496","Dr. Atl 47, Sta María la Ribera, 06400 Ciudad de México, CDMX, Mexico",19.4422849000,-99.1574960000,Santa María la Ribera,,,Cuauhtémoc,Se colapsaron las bases de los tanques de agua sobre tanques estacionarios de gas de ubicados en la azotea de las torres 2 y 3  de dicha unidad. Se redujo los daños pero aun falta retirar escombros de la.parte superior de las azoteas  evaluar la habitabilidad de esos inmuebles y restaurar el servicio de agua.,,
Departamentos,Grietas,Amado Paniagua y Jose Rivera,,Shakespeare,39,,,,,,"http://maps.google.com/maps?q=loc:19.4273801,-99.1764974","Shakespeare 39, Anzures, 11590 Ciudad de México, CDMX, Mexico",19.4273801,-99.1764974,Ciudad de México,,,Miguel Hidalgo,"En escaleras y sitios de trabajo se aprecian gritas en diagonal, en partes es visible el ladrillo, durante el sismo el edificio se tallo con el de al lado y género escombros, piden que se labore normalmente.",,
Casa,Grietas,Amanecer ranchero y Cuarta avenida,,1 de April,8,,,,,,"http://maps.google.com/maps?q=loc:19.3167042,-99.2702479","1 de abril 8 , Alvaro Obregon ,ciudad de mexico",19.3167042000,-99.2702479000,Ciudad de Mexico,,,Alvaro Obregon,"Cuarteadura en muro de tabique de planta baja, a 45 grados, en X se ve de lado a lado del muro.",,
NA,NA,Amatlán y Atlixco,,Michoacán,110,,,,,,"http://maps.google.com/maps?q=loc:19.4112924,-99.1756914","Av Michoacán 110, Hipódromo Condesa, 06170 Ciudad de México, CDMX, Mexico",19.4112924000,-99.1756914000,Hipódromo Condesa,,,Cuauhtémoc,Daños internos  grietas en todo el edificio,,
Departamentos,Grietas,Amatlan y Cuernavaca,,Avenida México-xochimilco,101,,,,,,"http://maps.google.com/maps?q=loc:19.2932002,-99.1521928","Avenida México-xochimilco 101 , Tlalpan ,ciudad de mexico",19.2932002000,-99.1521928000,NA,,,Tlalpan,NA,,
NA,NA,Amberes y Genova,,Estrasburgo,30,,,,,,"http://maps.google.com/maps?q=loc:19.4265287,-99.1654558","Estrasburgo 30, Juárez, 06600 Juárez, CDMX, Mexico",19.4265287000,-99.1654558000,Ciudad de México,,,Cuauhtémoc,Severas cuarteaduras y vidrios reventados.,,
Casa,Grietas,America y A2 casas de iglesia adventista,,Manuel gonzález  Edificio Allende  tlatelolco,400,,,,,,"http://maps.google.com/maps?q=loc:19.4556699,-99.1432328","5 de Mayo Manuel Gonzalez 400, Tlatelolco, 06900 Ciudad de México, CDMX, Mexico",19.4556699000,-99.1432328000,NA,,,Cuahtemoc,"El edificio se hundió, desalojaron a las personas son 13 pisos y hay edificios mas pequeños a los lados y no desalojaron",,
Departamentos,Grietas,America y Casi esquina Miguel Angel de Quevedo,,Republicas esquina azores,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3648367,-99.1555597","Calle Azores & Prolongación Repúblicas, Sta Cruz Atoyac, 03310 Ciudad de México, CDMX, Mexico",19.3648367000,-99.1555597000,NA,,,Benito Juarez,NA,,
NA,NA,America y E.pallares y Portillo,,División del norte,715,,,,,,"http://maps.google.com/maps?q=loc:19.3458444,-99.1496834","Av. Division del Nte. 715, Parque San Andrés, 04040 Ciudad de México, CDMX, Mexico",19.3458444000,-99.1496834000,Mexico,,,Coyoacan,Derrumbe edificio personas atrapadas,,
Casa,Grietas,América y Vicente García Torres,,tajin,9,,,,,,"http://maps.google.com/maps?q=loc:19.403507,-99.1525198","Tajín 9, Piedad Narvarte, 03000 Ciudad de México, CDMX, Mexico",19.403507,-99.1525198,CDMX,,,Benito Juárez,"se ven fisuras en las planta de abajo, la casa tiene 3 plantas, nosotros no sabemos si son de gravedad.",,
Departamentos,Grietas,Amores y Av coyoacan,,Hegel,129,,,,,,"http://maps.google.com/maps?q=loc:19.4366475,-99.1879712","Hegel 129, Polanco, Polanco V Secc, 11560 Ciudad de México, CDMX, Mexico",19.4366475000,-99.1879712000,NA,,,Miguel hidalgo,Grietas,,
,derrumbe,Amores y Av. Coyoacán,Del Valle Centro,Eugenia,715,"Gente atrapada, se requiere equipo de rescate",No se tiene información,No se tiene información,No se tiene información,No se tiene información,"https://www.google.com/maps/place/Eugenia+715,+Col+del+Valle+Centro,+03100+Ciudad+de+M%C3%A9xico,+CDMX,+M%C3%A9xico/@19.3871623,-99.1684377,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff0ae681b4ef:0x29a77b6f19c5e37f!8m2!3d19.3871623!4d-99.166249","Eugenia 715, Del Valle Centro",19.3871623000,-99.1662490000,,,,,,,
Hotel,NA,AMORES Y AV.COYOACÁN,,JOSÉ MARÍA RICO,523,,,,,,"http://maps.google.com/maps?q=loc:19.3668445,-99.1710333","José María Rico 523, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3668445000,-99.1710333000,Ciudad de México,,,Benito Juarez,Agrietamientos y levantamientos de piso,,
NA,NA,Amores y Coyoacan,,San Borja esquina Martin Mendalde  col del valle,613,,,,,,"http://maps.google.com/maps?q=loc:19.3848846,-99.1669448","Calle San Borja & Martin Mendalde, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico",19.3848846000,-99.1669448000,Ciudad de Mexico,,,Benito Juarez,Grietas en el edificio interno,,
Departamentos,Grietas,Amores y División delMore,,Jazmín,57,,,,,,"http://maps.google.com/maps?q=loc:19.3167712,-99.0580072","Jazmín 57, Lomas de San Lorenzo, 09780 Ciudad de México, CDMX, Mexico",19.3167712000,-99.0580072000,NA,,,Iztapalapa,"Se llegó a identificar una cuartada en una pared con ligero desprendimiento de la misma, cuarto ubicado en segunda planta.
Gracias.",,
NA,NA,Amores y Gabriel Mancera,,José María Rico,634,,,,,,"http://maps.google.com/maps?q=loc:19.3671015,-99.1693575","José María Rico 634, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3671015000,-99.1693575000,Ciudad de México,,,Benito Juárez,Numerosas grietas en paredes interiores y entrepisos. Deseamos saber si el edificio esta en buen estado ya que es pesado y tiene mas de 25 años.,,
Departamentos,Grietas,Amores y Jose maria olloqui,,Mariano Escobedo,193,,,,,,"http://maps.google.com/maps?q=loc:19.4423152,-99.1837891","Calz. Gral. Mariano Escobedo 193, Mariano Escobedo, 11460 Ciudad de México, CDMX, Mexico",19.4423152000,-99.1837891000,CD.MX.,,,Miguel Hidalgo,"<U+202A>Apoyo para revisar Portika Polanco, somos más de 500 familias evacuadas y no sabemos si es seguro entrar, los primeros 5 pisos están muy dañados con grietas.",,
Departamentos,Grietas,amores y mier y pesado,,14 sur,5101,,,,,,"http://maps.google.com/maps?q=loc:18.9987614,-98.2094278","14 sur 5101 , Puebla ,ciudad de mexico",18.9987614000,-98.2094278000,Puebla,,,Puebla,Muros con grietas grandes y a parte el edificio es de cristales,,
,derrumbe,amores y viaducto,,,,,,,,,"https://www.google.com.mx/maps/place/Amores,+Col+del+Valle+Centro,+Ciudad+de+M%C3%A9xico,+CDMX/@19.4017452,-99.162399,18z/data=!4m5!3m4!1s0x85d1ff115fe67d97:0x1c87a1e1b3bcc660!8m2!3d19.3817528!4d-99.1669319?hl=en",,19.4017452000,-99.1623990000,,,,,,,
Departamentos,Grietas,Ampliacion 100 metros y Av. Ferrocarril Veracruz,,Rascarrabias,911,,,,,,"http://maps.google.com/maps?q=loc:19.3828201,-99.14803","Rascarrabias 911, Vértiz Narvarte, 03600 Ciudad de México, CDMX, Mexico",19.3828201,-99.14803,Ciudad de México,,,Benito juarez,Tiene grietas,,
